,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
13145,13146,350000,2,1,2,39,-1,-1,-1,-1,-1,-1,3860,648,11094,4041,4485,9364,648,11198,4057,4523,9407,3948,0
13183,13184,360000,1,2,1,36,-1,-1,-1,-1,-1,-1,6783,2337,10990,74562,-28,5677,2347,11046,74934,0,5705,8503,0
13198,13199,400000,2,2,1,46,-1,-1,-1,-1,-1,-1,30018,19735,26181,134967,52991,163837,19753,26245,135000,53000,163837,37345,0
13199,13200,180000,2,1,2,27,-1,-1,-1,-1,-1,-1,11168,6496,9733,4088,5428,13138,6678,9740,4088,5428,13138,12174,0
13206,13207,260000,2,2,1,40,-1,-1,-1,-1,-1,-1,148,359,397,208,790,2788,360,398,208,792,2788,3675,0
13207,13208,350000,1,1,1,42,-1,-1,-1,-1,-1,-1,1134,2985,240,1041,-12,6449,2995,240,1051,0,6461,18,0
13213,13214,410000,1,1,1,37,-1,-1,-1,-1,-1,-1,5770,2290,2756,3560,6661,3877,2290,2756,3560,6661,3877,1249,0
13237,13238,360000,2,2,2,53,-1,-1,-1,-1,-1,-1,5583,495,1862,230,661,658,495,1862,230,661,658,532,0
13241,13242,400000,1,1,1,41,-1,-1,-1,-1,-1,-1,1630,816,1617,875,917,5434,816,1617,875,917,5434,14115,0
13275,13276,180000,1,2,2,26,-1,-1,-1,-1,-1,-1,316,692,316,692,316,859,692,316,692,316,859,1008,0
13278,13279,210000,2,3,1,52,-1,-1,-1,-1,-1,-1,65265,38627,142285,22092,35141,56188,39000,150109,180,58000,56200,20000,0
13281,13282,450000,2,1,2,36,-1,-1,-1,-1,-1,-1,3893,522,2218,99,99,412,600,2300,0,0,412,3146,1
13344,13345,80000,1,1,2,25,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,1
13345,13346,120000,2,3,2,26,-1,-1,-1,-1,-1,-1,1467,975,246,246,246,884,975,246,246,246,884,1000,0
13350,13351,310000,2,1,2,36,-1,-1,-1,-1,-1,-1,6514,8619,6204,2905,7944,13125,8619,6206,2905,7944,13524,16233,0
13361,13362,230000,1,1,2,27,-1,-1,-1,-1,-1,-1,5652,7652,2062,2007,2104,394,7662,2066,2007,2108,394,3214,0
13371,13372,500000,1,1,1,69,-1,-1,-1,-1,-1,-1,1200,5652,271,1234,1015,3579,5652,271,1234,1015,3579,2053,0
13378,13379,360000,2,2,1,27,-1,-1,-1,-1,-1,-1,896,778,-192,38469,7449,156,782,0,38661,7486,156,12508,0
13382,13383,140000,1,3,1,54,-1,-1,-1,-1,-1,-1,1045,1947,998,955,1976,1895,1952,1001,957,1981,1900,1822,0
13412,13413,100000,2,2,1,28,-1,-1,-1,-1,-1,-1,316,316,316,316,2588,782,316,316,316,2588,1098,0,1
13413,13414,290000,2,2,1,49,-1,-1,-1,-1,-1,-1,5287,2323,704,2135,1591,5392,2334,707,2145,1599,5419,5039,1
13425,13426,180000,1,1,2,31,-1,-1,-1,-1,-1,-1,914,907,900,923,922,900,907,900,923,922,900,946,0
13426,13427,90000,1,1,2,27,-1,-1,-1,-1,-1,-1,3382,4983,3396,1457,750,3091,4983,3396,1464,750,3091,5943,0
13446,13447,170000,1,1,1,36,-1,-1,-1,-1,-1,-1,2015,2015,2015,2015,2015,1925,2015,2015,2015,2015,1925,2105,0
13448,13449,200000,1,2,1,57,-1,-1,-1,-1,-1,-1,780,0,780,390,0,390,0,780,390,0,390,390,0
13451,13452,300000,2,1,2,30,-1,-1,-1,-1,-1,-1,6045,7151,4790,3145,4274,0,7157,4790,3145,4274,0,2215,0
13456,13457,80000,1,2,1,32,-1,-1,-1,-1,-1,-1,1253,4091,4111,940,1550,4030,4091,4120,949,1550,4030,6030,0
13496,13497,480000,2,2,1,37,-1,-1,-1,-1,-1,-1,24887,27984,82870,52263,19518,14785,27994,82979,52263,19518,14785,7931,0
13497,13498,10000,1,3,1,37,-1,-1,-1,-1,-1,-1,678,500,381,2977,1000,0,602,381,2986,1203,0,0,1
13514,13515,290000,2,1,1,45,-1,-1,-1,-1,-1,-1,664,0,632,0,3152,316,0,632,0,3152,316,0,0
13521,13522,460000,1,1,1,44,-1,-1,-1,-1,-1,-1,15264,51372,103119,68541,28269,75942,51383,103142,68541,28269,76056,52143,0
13530,13531,60000,1,1,1,60,-1,-1,-1,-1,-1,-1,390,390,2840,390,390,769,390,2840,390,390,769,390,0
13581,13582,110000,2,1,2,29,-1,-1,-1,-1,-1,-1,316,316,316,316,466,316,316,316,316,466,316,632,0
13585,13586,180000,2,1,2,28,-1,-1,-1,-1,-1,-1,47815,8473,950,13408,3819,1107,8480,957,13408,3819,1107,20679,0
13649,13650,500000,1,1,2,29,-1,-1,-1,-1,-1,-1,8898,1276,24031,41305,5405,32310,1283,24174,41306,5455,36914,12457,0
13651,13652,140000,2,1,2,31,-1,-1,-1,-1,-1,-1,727,829,550,1045,432,898,829,550,1045,432,898,208,0
13658,13659,310000,2,3,2,36,-1,-1,-1,-1,-1,-1,6282,5835,912,1688,5590,1649,5864,919,1696,5617,1657,4510,0
13663,13664,200000,1,1,1,37,-1,-1,-1,-1,-1,-1,4052,4503,0,1115,1336,1878,4520,0,1115,1336,1878,0,1
13670,13671,320000,1,1,1,40,-1,-1,-1,-1,-1,-1,430,430,430,430,430,430,430,430,430,430,430,430,0
13684,13685,130000,1,1,2,27,-1,-1,-1,-1,-1,-1,339,339,339,339,339,339,339,339,339,339,339,339,0
13685,13686,500000,2,2,1,66,-1,-1,-1,-1,-1,-1,3718,1755,2988,11645,13237,303512,1755,2988,11645,13237,303512,0,0
13686,13687,350000,2,2,1,38,-1,-1,-1,-1,-1,-1,282,2728,1606,1015,24555,185,2750,1612,1017,24560,1000,917,0
13687,13688,320000,1,1,2,34,-1,-1,-1,-1,-1,-1,744,2291,2197,3934,5541,3141,2297,2203,3957,5557,3150,3056,0
13697,13698,500000,2,1,1,56,-1,-1,-1,-1,-1,-1,881,1035,29944,10528,17907,3147,1035,29944,10528,17907,3147,5011,0
13699,13700,90000,1,2,2,30,-1,-1,-1,-1,-1,-1,2629,1076,1613,993,7881,1516,1079,1617,996,7904,1521,413,0
13707,13708,200000,2,1,2,30,-1,-1,-1,-1,-1,-1,4520,10382,4447,126476,700,0,10382,4447,126476,700,0,860,0
13709,13710,180000,2,3,1,41,-1,-1,-1,-1,-1,-1,6092,3576,13920,11112,3182,1985,4198,13935,11112,3182,1985,3276,0
13737,13738,300000,1,3,1,37,-1,-1,-1,-1,-1,-1,4926,2847,3351,1961,4409,2503,2855,3357,1965,4419,2509,1139,0
13767,13768,50000,2,1,2,28,-1,-1,-1,-1,-1,-1,2926,1252,435,1309,589,1210,1254,435,1309,589,1210,1065,0
13770,13771,200000,2,1,1,32,-1,-1,-1,-1,-1,-1,846,810,1198,6081,4203,3044,864,1198,6081,4203,3044,0,0
13773,13774,240000,2,1,2,30,-1,-1,-1,-1,-1,-1,1749,1087,3503,1003,1003,1003,1099,6430,1003,1003,1003,203,0
13795,13796,180000,1,2,1,49,-1,-1,-1,-1,-1,-1,26660,660,660,660,36906,1470,660,660,660,36906,1320,0,0
13804,13805,200000,2,1,2,39,-1,-1,-1,-1,-1,-1,7475,15540,3889,10496,31948,33016,15617,3927,10549,32108,33181,8910,0
13811,13812,100000,1,1,2,26,-1,-1,-1,-1,-1,-1,567,390,508,0,4580,2274,390,508,0,4580,2274,0,0
13837,13838,200000,1,2,2,31,-1,-1,-1,-1,-1,-1,7179,7626,3802,1271,1489,1260,7631,3803,1271,1489,1260,1373,0
13859,13860,200000,2,2,1,43,-1,-1,-1,-1,-1,-1,1875,2239,316,2681,3486,2296,2239,316,2681,3486,2296,3413,0
13865,13866,180000,2,2,2,44,-1,-1,-1,-1,-1,-1,7432,7433,7184,7184,7344,7184,7433,7184,7184,7344,7184,7184,0
13877,13878,120000,2,2,1,37,-1,-1,-1,-1,-1,-1,396,396,396,2707,3247,396,396,396,2707,3247,396,595,0
13886,13887,230000,1,1,1,37,-1,-1,-1,-1,-1,-1,3102,30428,5711,5770,7652,17825,30580,5739,5799,7690,17914,360,0
13909,13910,360000,1,1,2,30,-1,-1,-1,-1,-1,-1,30627,4297,2720,2040,2722,5057,4318,2740,2050,2736,5273,5105,0
13913,13914,400000,2,1,2,27,-1,-1,-1,-1,-1,-1,2691,426,426,27926,0,430,426,426,27926,27500,430,3504,0
13919,13920,360000,2,1,2,36,-1,-1,-1,-1,-1,-1,1365,2703,863,390,390,3540,3000,1000,1000,390,3540,390,0
13933,13934,200000,2,1,2,32,-1,-1,-1,-1,-1,-1,34500,10706,3835,12559,6764,7700,36659,3835,12559,6764,7700,4,0
13934,13935,220000,1,3,1,42,-1,-1,-1,-1,-1,-1,285,825,0,1230,3227,3820,825,0,1230,3227,3820,3650,0
13939,13940,200000,1,1,2,32,-1,-1,-1,-1,-1,-1,396,396,396,396,396,396,396,396,396,396,396,396,0
13964,13965,100000,1,1,2,39,-1,-1,-1,-1,-1,-1,1442,1261,1411,1411,1075,1139,1261,1411,1411,1075,1500,0,0
13971,13972,230000,2,3,1,44,-1,-1,-1,-1,-1,-1,1424,6534,3733,1443,1443,1435,6553,3756,1443,1443,1435,2965,0
13976,13977,210000,1,2,1,29,-1,-1,-1,-1,-1,-1,1685,6644,3584,1756,732,730,6715,5800,6256,732,730,3050,0
13985,13986,160000,2,2,1,38,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,316,0
14009,14010,160000,2,1,1,38,-1,-1,-1,-1,-1,-1,827,827,827,827,827,827,827,827,827,827,827,827,0
14040,14041,500000,2,2,2,38,-1,-1,-1,-1,-1,-1,18410,-10,1429,-601,120195,976,0,1439,0,120796,981,4829,0
14051,14052,300000,2,1,2,26,-1,-1,-1,-1,-1,-1,3853,1946,790,3569,657,0,1946,790,3569,657,0,3412,0
14056,14057,180000,2,1,1,37,-1,-1,-1,-1,-1,-1,29206,16231,8392,25062,13088,23174,16231,8405,25062,13088,23174,8556,0
14061,14062,500000,1,1,1,44,-1,-1,-1,-1,-1,-1,6723,17385,32046,32530,18896,17049,17410,32077,32579,18914,17069,16738,0
14063,14064,120000,1,1,2,31,-1,-1,-1,-1,-1,-1,1316,1316,1316,533,4116,9834,1316,1316,533,4116,9834,7100,1
14068,14069,90000,2,2,1,35,-1,-1,-1,-1,-1,-1,6574,3997,5740,27384,3665,26721,4192,5743,27391,3667,26724,1799,0
14111,14112,50000,2,1,2,26,-1,-1,-1,-1,-1,-1,1389,722,179,10100,13285,5489,722,179,10100,13285,5489,0,0
14115,14116,50000,2,2,1,39,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,1
14122,14123,300000,1,1,2,29,-1,-1,-1,-1,-1,-1,696,696,696,696,696,696,696,696,696,696,696,696,0
14126,14127,360000,2,1,1,33,-1,-1,-1,-1,-1,-1,10571,11174,10000,10000,18335,18889,11174,10000,10000,18335,18889,19775,0
14133,14134,200000,1,1,2,60,-1,-1,-1,-1,-1,-1,12716,12453,21910,12474,17785,12500,12453,21957,12474,17811,12500,0,0
14135,14136,500000,1,1,2,43,-1,-1,-1,-1,-1,-1,37575,105652,51072,77094,77669,42059,107243,52090,78372,78949,42985,62793,0
14155,14156,20000,2,2,2,34,-1,-1,-1,-1,-1,-1,780,0,390,390,390,12190,0,390,390,390,12190,780,0
14158,14159,210000,2,1,1,50,-1,-1,-1,-1,-1,-1,90,90,90,90,180,90,90,90,90,180,0,90,1
14159,14160,220000,2,1,2,36,-1,-1,-1,-1,-1,-1,5385,5337,5484,5342,5618,5236,5363,5511,5368,5646,5262,3894,1
14160,14161,120000,2,1,1,38,-1,-1,-1,-1,-1,-1,980,4000,1000,0,19100,0,4000,1000,0,19100,0,0,1
14167,14168,100000,2,2,2,28,-1,-1,-1,-1,-1,-1,1215,1042,1042,1004,1612,622,1042,1042,1004,1650,622,622,1
14177,14178,360000,2,2,2,25,-1,-1,-1,-1,-1,-1,442,442,442,442,434,442,444,444,444,436,452,886,0
14218,14219,140000,2,2,1,30,-1,-1,-1,-1,-1,-1,2290,2290,2292,3365,1567,1707,2290,2292,3365,1567,1707,1707,0
14224,14225,360000,2,2,2,44,-1,-1,-1,-1,-1,-1,10311,2758,1397,298,7950,60097,2758,1397,298,7950,60097,1200,0
14227,14228,110000,1,2,2,29,-1,-1,-1,-1,-1,-1,10839,2995,2419,4219,9704,6952,2995,2419,4219,9704,6952,5038,0
14240,14241,500000,1,1,1,45,-1,-1,-1,-1,-1,-1,10147,7358,11727,10850,9061,13017,7395,11807,10904,9106,13081,7063,0
14252,14253,300000,1,1,1,45,-1,-1,-1,-1,-1,-1,5045,688,6431,3645,2041,1800,688,6495,3681,2448,1910,360,0
14262,14263,50000,2,1,1,47,-1,-1,-1,-1,-1,-1,390,390,390,2728,0,780,390,390,2728,0,780,0,0
14311,14312,210000,2,2,1,50,-1,-1,-1,-1,-1,-1,390,390,390,390,390,150,390,390,390,390,150,780,1
14326,14327,290000,2,2,2,34,-1,-1,-1,-1,-1,-1,8690,-204,3268,302,3586,2345,0,3600,800,5228,2345,9139,0
14335,14336,390000,1,1,2,41,-1,-1,-1,-1,-1,-1,6782,1466,3273,6965,4893,7777,1466,3273,6965,4893,7777,7271,0
14346,14347,400000,2,2,1,45,-1,-1,-1,-1,-1,-1,9083,12641,15377,14757,44843,6622,12658,15384,14757,44843,6622,6309,0
14348,14349,100000,2,2,2,26,-1,-1,-1,-1,-1,-1,1508,6186,2208,1823,1516,3378,6186,2208,1823,1516,3378,3431,0
14373,14374,50000,2,1,2,24,-1,-1,-1,-1,-1,-1,1354,1050,-1,7999,-66,6784,1054,0,8000,0,6850,11000,1
14399,14400,460000,1,1,1,50,-1,-1,-1,-1,-1,-1,30765,13883,19146,27639,38586,-260,13953,19441,27778,38780,0,0,0
14409,14410,210000,2,1,1,39,-1,-1,-1,-1,-1,-1,4443,3569,1737,2433,3115,3899,3569,1737,2433,3115,3899,2460,1
14417,14418,400000,2,1,2,30,-1,-1,-1,-1,-1,-1,1919,7381,2691,1781,7123,1470,7389,2691,1781,7123,1470,37546,0
14420,14421,20000,1,2,2,26,-1,-1,-1,-1,-1,-1,1439,1261,390,540,540,540,1261,390,540,540,540,780,0
14421,14422,320000,1,1,2,26,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,316,0
14443,14444,140000,1,1,2,28,-1,-1,-1,-1,-1,-1,639,8358,2620,2073,4732,1131,8358,2620,2077,4732,1131,2114,0
14451,14452,20000,1,3,1,52,-1,-1,-1,-1,-1,-1,2912,390,780,780,780,390,390,780,780,780,390,780,0
14461,14462,140000,1,1,2,30,-1,-1,-1,-1,-1,-1,1750,1003,0,440,1367,890,1003,0,440,1367,890,0,0
14466,14467,420000,1,1,1,47,-1,-1,-1,-1,-1,-1,10517,15571,9090,9622,10223,3942,15585,9100,9628,10223,3942,3754,0
14472,14473,290000,1,2,1,33,-1,-1,-1,-1,-1,-1,1300,0,500,1000,3441,2415,0,500,1000,3441,2415,1643,0
14495,14496,360000,2,3,1,42,-1,-1,-1,-1,-1,-1,9152,6329,21830,5469,9057,312,6361,22236,5682,9147,313,6548,0
14523,14524,160000,2,1,2,31,-1,-1,-1,-1,-1,-1,4203,9739,15628,3666,4098,4237,9739,17751,3666,4098,4237,3007,0
14549,14550,200000,2,1,2,31,-1,-1,-1,-1,-1,-1,4138,790,1230,390,390,390,790,1230,390,390,390,390,1
14552,14553,20000,1,2,2,43,-1,-1,-1,-1,-1,-1,390,390,390,390,540,930,390,390,390,540,780,0,0
14565,14566,280000,2,2,2,50,-1,-1,-1,-1,-1,-1,9173,11564,6781,5725,3989,2599,11574,7104,5857,3989,2599,27192,0
14567,14568,290000,2,1,2,29,-1,-1,-1,-1,-1,-1,6649,15819,10986,8184,14936,19573,15837,11584,8184,14936,19573,6309,0
14608,14609,390000,1,1,1,46,-1,-1,-1,-1,-1,-1,6346,94921,53796,6009,9096,3267,94921,53796,6009,9096,3267,2901,0
14626,14627,20000,2,2,1,45,-1,-1,-1,-1,-1,-1,650,264,264,264,654,654,264,264,264,1044,654,264,0
14631,14632,350000,2,0,2,53,-1,-1,-1,-1,-1,-1,5095,4815,61044,22611,1385,6043,4840,61349,22687,1389,6058,1153,0
14636,14637,170000,1,1,2,43,-1,-1,-1,-1,-1,-1,1866,5750,200,41467,1028,2643,5750,200,41467,1328,2643,126,0
14639,14640,170000,2,3,2,46,-1,-1,-1,-1,-1,-1,1986,1050,170,2785,3128,505,1050,170,2785,3128,505,190,0
14651,14652,330000,2,1,1,42,-1,-1,-1,-1,-1,-1,899,7445,0,3899,2707,8000,7448,0,3899,2707,8000,0,0
14657,14658,280000,1,2,1,49,-1,-1,-1,-1,-1,-1,390,390,390,390,390,150,390,390,390,390,150,780,0
14659,14660,130000,1,2,2,32,-1,-1,-1,-1,-1,-1,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,0
14661,14662,120000,2,2,2,26,-1,-1,-1,-1,-1,-1,5820,216,3858,6849,2616,2805,216,3858,6849,2616,2805,3926,0
14662,14663,400000,2,1,2,33,-1,-1,-1,-1,-1,-1,7768,31313,8744,11640,41432,20075,31330,8853,11816,41432,20974,44135,0
14663,14664,300000,2,2,2,39,-1,-1,-1,-1,-1,-1,6293,5483,990,990,990,990,5490,990,990,990,990,990,0
14666,14667,320000,2,2,1,43,-1,-1,-1,-1,-1,-1,24685,27002,82271,5315,33059,908,30161,82271,5315,33059,908,6382,0
14670,14671,280000,2,3,2,47,-1,-1,-1,-1,-1,-1,27572,38918,27000,27000,0,30460,39787,29000,27000,0,30460,5983,0
14678,14679,450000,2,1,2,39,-1,-1,-1,-1,-1,-1,242,0,2343,2313,8295,699,0,2343,2313,8295,1806,1274,0
14679,14680,200000,2,1,1,38,-1,-1,-1,-1,-1,-1,5221,6875,5129,14997,2996,5525,6877,5129,17653,2996,6143,3538,0
14684,14685,130000,2,1,2,30,-1,-1,-1,-1,-1,-1,780,0,390,540,540,636,0,390,540,540,636,3636,0
14699,14700,360000,2,2,2,28,-1,-1,-1,-1,-1,-1,220,2755,1380,0,1999,-1,2755,1380,0,1999,0,500,0
14719,14720,240000,1,1,2,33,-1,-1,-1,-1,-1,-1,6785,57953,20367,6997,15607,44412,58243,20469,7032,15685,44513,20159,0
14734,14735,200000,1,1,1,40,-1,-1,-1,-1,-1,-1,390,394,388,822,386,540,400,390,830,400,550,310,0
14735,14736,400000,2,2,2,44,-1,-1,-1,-1,-1,-1,4988,2986,96868,33745,5143,1601,3003,97353,33913,5168,1611,0,0
14748,14749,150000,1,2,1,38,-1,-1,-1,-1,-1,-1,509,14310,980,1000,1132,8774,14310,980,1000,1132,8774,10867,0
14758,14759,350000,1,1,1,62,-1,-1,-1,-1,-1,-1,83393,10237,14580,61024,86809,177816,10237,14580,61024,86809,177816,82610,0
14808,14809,170000,1,1,1,35,-1,-1,-1,-1,-1,-1,481,326,526,526,635,760,326,526,526,635,760,526,1
14811,14812,200000,2,2,1,36,-1,-1,-1,-1,-1,-1,390,1308,1662,14490,34902,390,1308,1662,14987,34902,390,7500,0
14814,14815,230000,2,1,2,29,-1,-1,-1,-1,-1,-1,8916,318,725,2586,3198,4260,318,725,2592,3198,4260,4944,0
14815,14816,200000,2,3,1,45,-1,-1,-1,-1,-1,-1,11025,6959,887,1462,15195,17933,6959,887,1462,15195,17933,887,0
14817,14818,130000,1,3,2,28,-1,-1,-1,-1,-1,-1,3964,600,0,631,0,427,600,0,631,0,427,1747,0
14818,14819,230000,1,1,2,26,-1,-1,-1,-1,-1,-1,1099,19686,3036,4806,-1,1699,19686,4000,4806,0,1700,3658,0
14823,14824,260000,2,2,1,45,-1,-1,-1,-1,-1,-1,7893,5923,5601,5480,5911,5963,5923,5601,5482,5911,5963,5757,0
14836,14837,280000,2,1,1,46,-1,-1,-1,-1,-1,-1,11967,183,1699,0,2722,0,183,1699,0,2722,0,1041,1
14838,14839,120000,2,1,1,37,-1,-1,-1,-1,-1,-1,696,-4,1878,407,247,1817,0,1882,407,247,2000,0,0
14850,14851,240000,1,1,1,39,-1,-1,-1,-1,-1,-1,33984,2300,6904,15980,0,9060,3000,7104,15980,0,9060,3935,0
14852,14853,150000,2,2,1,38,-1,-1,-1,-1,-1,-1,5195,4177,7444,19997,4095,52207,4185,7447,20013,4095,25869,0,0
14856,14857,210000,2,2,1,35,-1,-1,-1,-1,-1,-1,1338,1508,1409,1549,2454,946,1508,1409,1549,2454,946,1525,0
14863,14864,470000,2,1,2,27,-1,-1,-1,-1,-1,-1,2981,3182,1512,3657,6556,3772,3182,1512,3657,6556,3772,957,0
14869,14870,200000,1,1,1,34,-1,-1,-1,-1,-1,-1,780,0,390,3672,390,390,0,390,3672,390,390,390,0
14872,14873,30000,1,1,1,40,-1,-1,-1,-1,-1,-1,1047,447,318,258,0,318,447,318,258,0,318,1991,1
14918,14919,240000,1,2,2,28,-1,-1,-1,-1,-1,-1,4882,5205,2747,4594,4092,4361,5220,2773,4614,4104,4374,2443,1
14931,14932,90000,1,1,2,30,-1,-1,-1,-1,-1,-1,1166,1918,930,930,2250,930,1918,1194,930,2250,930,930,0
14939,14940,200000,2,2,1,36,-1,-1,-1,-1,-1,-1,371,37647,371,2977,3784,10579,37647,371,2977,3784,10579,10546,0
14944,14945,180000,1,3,1,43,-1,-1,-1,-1,-1,-1,3690,15618,4685,238,218,6690,15682,4699,238,218,6710,11949,0
14953,14954,160000,2,1,1,42,-1,-1,-1,-1,-1,-1,3607,4417,1058,2146,2534,2242,4417,1058,2146,2534,2242,2254,0
14957,14958,150000,2,1,2,24,-1,-1,-1,-1,-1,-1,291,291,291,658,441,1197,291,291,658,441,1197,8007,0
14964,14965,140000,1,2,2,25,-1,-1,-1,-1,-1,-1,1198,4656,1516,-660,249,-427,4660,2000,0,2200,1500,1400,0
14977,14978,200000,1,1,1,29,-1,-1,-1,-1,-1,-1,9585,1686,820,1889,6617,3986,1735,824,1889,6617,3986,2460,0
14978,14979,480000,2,2,2,31,-1,-1,-1,-1,-1,-1,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759,1
14981,14982,300000,2,1,2,31,-1,-1,-1,-1,-1,-1,7834,1086,316,316,316,316,1093,316,316,316,316,316,1
14989,14990,300000,2,2,1,40,-1,-1,-1,-1,-1,-1,2991,1278,4043,683,172,402,1278,4045,685,172,402,4080,0
15003,15004,50000,2,2,1,27,-1,-1,-1,-1,-1,-1,492,492,492,492,492,470,493,493,493,493,471,7739,0
15050,15051,150000,1,3,1,37,-1,-1,-1,-1,-1,-1,8027,7121,10292,3141,7522,3929,7129,11000,3141,7531,3929,0,0
15067,15068,360000,1,2,1,34,-1,-1,-1,-1,-1,-1,5375,0,7799,8506,0,4186,0,7799,8528,0,4186,0,0
15101,15102,360000,1,1,1,35,-1,-1,-1,-1,-1,-1,1540,1099,6342,5077,1274,-6,1102,6353,5105,1277,0,2058,0
15106,15107,220000,1,1,1,45,-1,-1,-1,-1,-1,-1,3455,11997,5874,416,416,416,12001,5874,416,416,416,416,0
15122,15123,200000,1,1,1,52,-1,-1,-1,-1,-1,-1,2343,3943,1443,1443,1443,1443,3943,1443,1443,1443,1443,1443,0
15123,15124,180000,1,2,1,53,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,466,1
15210,15211,320000,2,2,2,28,-1,-1,-1,-1,-1,-1,4114,390,944,473,1747,1193,390,944,473,5000,1200,980,0
15229,15230,160000,2,2,1,29,-1,-1,-1,-1,-1,-1,3617,2091,5816,5414,615,25072,2122,5822,5524,615,25139,2100,0
15232,15233,210000,2,1,2,34,-1,-1,-1,-1,-1,-1,5081,4053,3853,3942,2338,1767,4055,3856,3945,2338,1767,0,0
15278,15279,430000,2,2,1,47,-1,-1,-1,-1,-1,-1,1343,909,5271,757,157,157,909,5319,757,157,157,5989,0
15283,15284,290000,2,1,1,34,-1,-1,-1,-1,-1,-1,3412,1573,11859,2483,1170,20328,1573,11886,2485,1170,20328,375,0
15324,15325,150000,2,1,2,37,-1,-1,-1,-1,-1,-1,7591,5538,18987,0,1399,150,5538,18987,0,1399,150,203,1
15336,15337,220000,2,2,1,34,-1,-1,-1,-1,-1,-1,387,1083,1969,389,389,389,1086,2099,390,390,390,391,0
15337,15338,400000,2,1,1,40,-1,-1,-1,-1,-1,-1,6376,4925,4382,1240,167621,3284,5949,4403,1250,168459,3301,11168,0
15354,15355,160000,2,1,1,33,-1,-1,-1,-1,-1,-1,5459,20415,2141,2144,5816,2144,20415,2141,2144,5816,2144,1456,0
15355,15356,380000,2,1,1,35,-1,-1,-1,-1,-1,-1,472,14985,10472,39993,25356,39772,14985,10472,39993,25356,39772,54002,0
15363,15364,240000,2,2,1,42,-1,-1,-1,-1,-1,-1,1986,1323,329,9228,7776,7500,1323,329,9228,7776,7500,635,0
15414,15415,110000,2,3,1,63,-1,-1,-1,-1,-1,-1,390,390,390,390,780,0,390,390,390,780,0,390,1
15420,15421,60000,2,3,1,59,-1,-1,-1,-1,-1,-1,694,694,694,694,694,28948,694,694,694,694,28948,1044,0
15462,15463,120000,1,2,2,36,-1,-1,-1,-1,-1,-1,396,396,396,392,396,396,396,396,392,400,396,942,0
15471,15472,80000,1,3,1,33,-1,-1,-1,-1,-1,-1,390,390,390,1936,390,390,390,390,1936,390,390,390,1
15478,15479,480000,1,2,1,30,-1,-1,-1,-1,-1,-1,1309,662,645,32636,27552,1428,668,645,32641,27552,1428,11822,0
15508,15509,50000,1,3,1,44,-1,-1,-1,-1,-1,-1,1261,1261,0,1261,1261,1261,1261,0,2522,1261,1261,1432,0
15511,15512,200000,1,2,1,36,-1,-1,-1,-1,-1,-1,75,3707,697,0,2769,1382,3707,697,0,2769,1438,2411,0
15514,15515,520000,1,2,1,34,-1,-1,-1,-1,-1,-1,10000,10000,10000,10317,10000,126247,10000,10000,10317,10000,126247,4666,0
15515,15516,140000,1,3,1,37,-1,-1,-1,-1,-1,-1,13806,1003,1170,1003,1003,1003,1003,1170,1003,1003,1003,1003,1
15546,15547,280000,1,1,1,47,-1,-1,-1,-1,-1,-1,3587,3187,3190,1982,3590,3590,3200,3203,1992,3608,3600,3602,0
15551,15552,200000,1,3,2,40,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,316,1
15569,15570,300000,1,1,1,39,-1,-1,-1,-1,-1,-1,20938,21064,26041,18158,18147,45199,21169,26171,18249,18238,45301,120,0
15572,15573,220000,1,2,1,55,-1,-1,-1,-1,-1,-1,757,757,3257,757,757,757,757,3257,757,757,757,907,0
15577,15578,180000,1,2,1,48,-1,-1,-1,-1,-1,-1,1294,1294,1466,1294,2324,264,1294,1466,1294,2324,264,264,0
15589,15590,500000,1,3,1,52,-1,-1,-1,-1,-1,-1,30561,38207,18008,29158,11484,103340,38219,18008,29248,11484,103340,28524,0
15600,15601,160000,1,2,1,59,-1,-1,-1,-1,-1,-1,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,0
15661,15662,100000,2,2,1,41,-1,-1,-1,-1,-1,-1,1594,4612,2098,3494,2086,2379,4612,2099,3494,2086,2379,3219,0
15695,15696,170000,1,2,2,33,-1,-1,-1,-1,-1,-1,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,0
